Ticker,Price,52-Week-Low,52-Week-High,20-MA,50-MA,100-MA,150-MA,200-MA,Sector,P/E,PEG,P/FCF,Sales Q/Q %,EPS this Y %,EPS next Y %,Death MACD,Golden MACD,MTUM-MA-25,MTUM-EMA-25,Weekly Death MACD,Weekly Golden MACD
NEM,43.16999816894531,40.27000045776367,86.37000274658203,43.095595359802246,47.66959945678711,57.433684730529784,62.26534444173178,61.05040615081787,Basic Materials | Gold | USA,46.22,,52.89,-0.2,-58.1,2.44,2022-06-29,2022-08-08,84.2425602865507,85.51415028188988,2022-04-18,2022-09-05
ENPH,305.70001220703125,113.4000015258789,324.8399963378906,293.10100250244136,259.92640106201173,218.21940032958983,203.333466796875,197.33730026245118,Technology | Solar | USA,215.59,6.69,89.63,67.7,7.8,4.98,2022-08-16,2022-07-19,132.5232847191556,124.3035572525189,2022-08-29,2022-09-05
ENTG,103.30999755859376,85.91999816894531,158.0,100.01599998474121,99.58253479003906,103.40837600708008,110.87251602172852,117.0630750656128,Technology | Semiconductor Equipment & Materials | USA,30.61,1.82,210.98,21.2,38.4,4.87,2022-08-09,2022-09-09,102.32547173393164,98.66114486732906,2022-08-29,2022-09-05
OPEN,4.880000114440918,4.0349998474121085,25.32500076293945,4.801750016212464,5.0680999946594225,5.810149998664856,6.782033322652182,8.34432499408722,Real Estate | Real Estate Services | USA,,,,254.1,-138.8,-0.58,2022-08-18,2022-09-09,97.38901750654516,92.56538724154731,2022-08-29,2022-09-05
ORCL,75.91000366210938,63.7599983215332,106.33999633789062,76.34650077819825,74.86567932128906,73.05860786437988,74.95847910563151,78.18772411346436,Technology | Software - Infrastructure | USA,31.63,2.62,129.84,5.5,-47.0,5.89,2022-08-19,2022-08-12,104.54416977510346,102.78063687115956,2022-08-29,2022-09-05
ORLY,721.02001953125,562.9000244140625,750.8800048828125,719.4145050048828,698.1508032226562,664.7608032226562,669.9432690429687,669.8047506713867,Consumer Cyclical | Specialty Retail | USA,22.77,2.42,18.83,5.9,32.1,35.54,2022-08-22,2022-06-23,106.18231252110485,105.23070471636727,2022-08-29,2022-09-05
EXLS,177.0,112.13999938964844,179.80999755859375,172.90900115966798,162.35440032958985,151.3286006164551,144.51886728922526,141.41855026245116,Technology | Information Technology Services | USA,47.41,3.65,42.36,26.1,29.4,6.4,2022-08-22,2022-07-28,114.52018236731408,110.33225004505412,2022-08-29,2022-09-05
POOL,355.9599914550781,324.1400146484375,582.27001953125,362.20850067138673,365.2732501220703,377.9644815063477,399.7775358072917,430.40396408081057,Consumer Cyclical | Leisure | USA,18.42,1.08,,15.0,79.1,18.59,2022-08-23,2022-08-04,99.63215565732544,97.93487491129898,2022-08-22,2022-09-05
PODD,268.91000366210943,181.0,324.8099975585937,265.16550369262694,251.09020111083984,235.0917010498047,240.9410005696615,245.0433509063721,Healthcare | Medical Devices | USA,564.94,,,13.8,137.6,1.46,2022-08-19,2022-06-23,111.7428438873048,108.7860806824417,2022-08-29,2022-09-05
PLTK,11.5,9.954000473022461,30.0,10.995499992370602,11.943600025177002,13.347100009918213,15.026533336639405,15.652200012207029,Communication Services | Electronic Gaming & Multimedia | Israel,15.65,49.99,8.71,0.1,215.1,0.79,2022-08-18,2022-09-09,87.95071788395308,88.95289364038405,2022-08-15,2022-09-05
PLD,129.6300048828125,106.45999908447266,174.5399932861328,130.20450210571292,127.72560043334958,129.75744743347167,137.49183954874675,141.92296382904053,Real Estate | REIT - Industrial | USA,25.88,,110.55,8.8,96.4,3.35,2022-08-22,2022-06-22,105.06457868121588,101.94791874097929,2022-08-29,2022-09-05
CSL,308.7300109863281,195.0399932861328,318.7099914550781,306.7013000488281,284.75204010009764,267.37899536132807,256.9321277872721,251.14351371765136,Industrials | Building Products & Equipment | USA,22.24,1.48,81.43,56.8,22.8,21.36,2022-08-22,2022-07-05,116.5995373726394,111.1069205639241,2022-09-09,2022-09-05
CSX,32.630001068115234,27.60000038146973,38.63000106811523,32.944000244140625,31.56144260406494,31.786188373565675,32.83025633494059,33.53310461997986,Industrials | Railroads | USA,18.23,1.33,27.89,27.6,39.7,1.97,2022-08-22,2022-06-28,109.93365746095657,104.28970737635498,2022-08-29,2022-09-05
CTAS,431.3500061035156,343.8599853515625,461.4400024414063,425.818000793457,410.04144287109375,395.65311248779295,394.4259356689453,399.80333694458005,Industrials | Specialty Business Services | USA,36.98,3.32,47.55,13.0,13.8,13.56,2022-08-22,2022-06-24,108.07345533956934,105.3498900564232,2022-08-29,2022-09-05
PKG,139.58000183105472,124.77999877929688,168.5,140.53999938964844,139.47019958496094,146.4438737487793,147.53904073079428,143.9008953857422,Consumer Cyclical | Packaging & Containers | USA,12.91,1.82,13.98,19.0,82.3,11.33,2022-08-26,2022-08-25,101.15193148974,98.78932681022341,2022-08-29,2022-09-05
MSTR,261.97000122070307,134.08999633789062,891.3800048828125,269.1254997253418,260.74179901123046,257.14429916381835,317.39166697184237,371.00675102233885,Technology | Software - Application | USA,,,80.85,-2.6,-166.5,1.8,2022-08-18,2022-06-21,124.33051379037786,112.66200548442305,2022-08-29,2022-09-05
MTCH,62.25,53.1870002746582,182.0,60.161000061035146,66.10659934997558,71.56244960784912,82.4556997426351,93.161674823761,Communication Services | Internet Content & Information | USA,182.55,8.51,34.94,12.2,-55.9,2.06,2022-08-17,2022-09-08,87.08629909430836,88.6372451510893,2022-08-15,2022-09-05
CVS,102.1500015258789,81.77999877929688,111.25,101.95650024414064,98.4866535949707,97.19697059631348,99.27067031860352,99.28372856140136,Healthcare | Healthcare Plans | USA,16.6,2.86,10.3,11.0,8.8,9.06,2022-08-22,2022-06-24,107.59484256699915,104.07799904188538,2022-08-29,2022-09-05
PENN,32.470001220703125,26.459999084472656,86.4000015258789,33.444000244140625,33.22440010070801,32.958800048828124,36.77180005391439,39.52805000305176,Consumer Cyclical | Resorts & Casinos | USA,27.9,5.02,9.61,5.2,147.8,2.12,2022-08-18,2022-07-15,104.19721434657582,101.27574669269785,2022-08-29,2022-09-05
EXC,45.84000015258789,33.880172729492195,50.709999084472656,45.32049999237061,44.739118041992185,45.47696533203125,44.927186152140294,43.36468605041504,Utilities | Utilities - Diversified | USA,17.71,1.11,,5.4,-13.4,2.42,2022-08-23,2022-09-09,101.74328951893158,100.48743307599743,2022-08-22,2022-09-05
CXM,12.300000190734865,9.407999992370604,20.290000915527344,11.876500034332276,11.561799983978274,11.761899976730346,11.853733342488606,12.330000014305115,Technology | Software - Application | USA,,,,30.6,-267.6,-0.12,2022-08-17,2022-07-05,108.84557964977793,103.76631106406609,2022-08-29,2022-09-05
PAYC,370.1700134277344,255.82000732421875,558.969970703125,368.73900451660165,343.27520080566404,315.42670074462893,321.2094012451172,337.0568504333496,Technology | Software - Application | USA,94.29,3.61,103.4,30.9,36.8,7.17,2022-08-22,2022-07-19,117.11219578098131,111.72496914719005,2022-08-29,2022-09-05
DCT,11.949999809265135,11.40999984741211,50.9000015258789,12.549999904632568,13.668200016021727,15.55600004196167,17.552199974060063,20.109099988937377,Technology | Software - Application | USA,,,3165.79,6.6,43.6,0.12,2022-08-22,2022-09-09,88.5961640426137,87.4149780890456,2022-08-22,2022-09-05
EXAS,40.650001525878906,34.15999984741211,108.98999786376952,38.025000190734865,42.62060020446777,46.37650012969971,54.72399993896485,60.52514991760254,Healthcare | Diagnostics & Research | USA,,,,20.0,36.2,-3.34,2022-08-09,2022-09-07,86.36292384177355,89.40217529231725,2022-08-15,2022-09-05
EVTC,34.61999893188477,32.56999969482422,51.06000137329102,34.08150005340576,35.89855110168457,36.734428825378416,38.13526954650879,40.235268325805656,Technology | Software - Infrastructure | USA,16.91,8.17,11.4,7.7,54.7,2.65,2022-08-08,2022-09-06,91.79414749875944,94.44594785054672,2022-08-08,2022-09-05
CTSH,65.51000213623047,61.59000015258789,93.47000122070312,65.9379674911499,66.78102577209472,70.36038944244385,76.12299700419108,78.00002061843873,Technology | Information Technology Services | USA,15.21,1.48,19.29,7.0,57.3,5.0,2022-08-22,2022-07-18,98.80835394650889,96.60626379018456,2022-08-22,2022-09-05
SLGC,3.9800000190734863,3.4449999332427983,14.720000267028807,3.8795000195503233,4.482000007629393,5.091899995803833,6.150799992879231,7.224949986934662,Healthcare | Health Information Services | USA,,,,-28.8,-64.8,-0.58,2022-08-08,2022-09-08,80.85882026851783,84.13548561496863,2022-08-15,2022-09-05
SE,63.47000122070313,54.06000137329102,372.7000122070313,66.8454999923706,73.00379966735841,75.89009979248047,91.46899993896484,120.92049995422363,Communication Services | Electronic Gaming & Multimedia | Singapore,,,141.74,29.0,-13.3,-3.42,2022-08-17,2022-07-19,94.85562861720415,92.60411214298828,2022-08-22,2022-09-05
TXG,35.900001525878906,30.1200008392334,191.1529998779297,36.95249996185303,40.32100006103516,43.8968000793457,54.41520014444986,72.55210014343261,Healthcare | Health Information Services | USA,,,,-1.0,90.2,-1.14,2022-08-19,2022-07-29,92.06284075296672,90.43754285691915,2022-08-29,2022-09-05
INVZ,5.480000019073486,2.890000104904175,8.029999732971191,5.143249988555908,4.595699987411499,4.285950000286102,4.098300002415975,4.432675004005431,Consumer Cyclical | Auto Parts | Israel,,,,80.0,-88.4,-0.93,2022-08-19,2022-07-29,132.95976633223128,119.51933536087887,2022-08-29,2022-09-05
IOVA,11.199999809265137,6.179999828338622,27.959999084472656,11.534000015258787,11.854199981689453,12.033999967575074,13.306533317565918,14.287299942970275,Healthcare | Biotechnology | USA,,,,,-18.9,-2.41,2022-08-19,2022-08-12,96.80298410827172,101.7622098146935,2022-08-29,2022-09-05
AMZN,133.27000427246094,101.26000213623048,188.1074981689453,134.10549964904786,127.641600189209,123.05198539733887,133.75863357543946,141.29860271453856,Consumer Cyclical | Internet Retail | USA,119.85,3.6,,7.2,54.9,2.35,2022-08-18,2022-06-23,113.85173619894249,107.5819420065677,2022-08-29,2022-09-05
ISRG,221.32000732421875,186.8300018310547,369.6900024414063,218.32699966430664,219.29000030517582,221.37140045166012,243.15893432617187,263.2026501464844,Healthcare | Medical Instruments & Supplies | USA,56.53,8.76,61.81,4.0,58.6,5.45,2022-08-16,2022-06-23,103.183828259505,100.1523098125403,2022-08-22,2022-09-05
APP,27.729999542236328,23.3700008392334,116.08999633789062,27.307499980926515,32.234999923706056,35.00299993515014,42.1241999689738,52.39544999122619,Technology | Software - Application | USA,,,37.68,-39.0,126.6,1.06,2022-08-15,2022-09-08,83.64862479731367,85.52201745124829,2022-08-15,2022-09-05
ULE,10.079999923706056,9.75,14.6899995803833,10.088999986648561,10.323199977874756,10.859999990463256,11.432866668701172,11.868099970817564,Financial | Exchange Traded Fund | USA,,,,,,,2022-08-18,2022-09-08,97.30226965578608,95.89025157484508,2022-08-15,2022-09-05
UAL,39.2599983215332,30.540000915527344,54.52000045776367,37.56450004577637,37.594799880981455,40.82680000305176,41.55273328145345,42.092550010681144,Industrials | Airlines | USA,,,9.41,121.4,75.9,5.8,2022-08-22,2022-09-07,100.81782981183169,97.99754831114186,2022-08-29,2022-09-05
TYL,385.1900024414063,300.8500061035156,557.5499877929689,386.77049865722654,376.2723992919922,365.2679000854493,387.58673360188806,415.2176501464844,Technology | Software - Application | USA,91.21,9.12,38.66,16.0,-18.5,8.11,2022-08-16,2022-06-24,109.63150516434112,105.11537162526295,2022-08-29,2022-09-05
TWTR,42.18999862670898,31.29999923706055,68.41000366210939,41.471000099182135,40.262000198364255,41.19390007019043,40.23539998372396,40.49704992294311,Communication Services | Internet Content & Information | USA,,,,-1.2,80.7,0.6,2022-08-22,2022-09-09,108.75785856668446,103.74664865833564,2022-08-22,2022-09-05
TSCO,200.9199981689453,166.49000549316406,241.5399932861328,196.21010284423832,195.40270812988285,195.83425491333008,204.01055053710937,208.76393119812008,Consumer Cyclical | Specialty Retail | USA,22.19,2.12,,8.4,35.0,10.44,2022-08-26,2022-09-08,99.53653165709193,99.58914579344496,2022-08-22,2022-09-05
TWST,44.040000915527344,25.06999969482422,139.99000549316406,43.695500183105466,43.90740013122559,38.38090003967285,42.51500005086263,50.51004999160767,Healthcare | Diagnostics & Research | USA,,,,60.3,11.7,-4.71,2022-08-17,2022-08-04,107.8142410178607,108.48467906160583,2022-08-22,2022-09-05
TWOU,7.980000019073486,6.679999828338622,37.86000061035156,7.731500029563904,9.269199991226195,9.51194999217987,10.272400000890094,12.529150016307833,Consumer Defensive | Education & Training Services | USA,,,3162.47,1.8,19.0,0.38,2022-07-14,2022-09-07,75.72703012103244,86.69984224278309,2022-08-01,2022-09-05
TWKS,13.699999809265135,,,13.675500059127808,14.71180004119873,15.7075,17.488400026957194,19.47785002708435,Technology | Information Technology Services | USA,,,77.96,27.5,-236.6,0.62,2022-08-15,2022-09-09,94.56771299582844,93.34695995780407,2022-08-15,2022-09-05
TTWO,127.77999877929688,101.8499984741211,195.8300018310547,125.02900009155272,125.85900039672852,124.80060043334963,135.12460021972657,143.008550491333,Communication Services | Electronic Gaming & Multimedia | USA,84.29,2.82,226.26,35.5,-29.6,7.7,2022-08-23,2022-08-16,98.36656345767612,98.47351546878667,2022-08-29,2022-09-05
TSP,7.9099998474121085,5.989999771118164,50.22999954223633,7.787499976158142,8.565200004577639,8.598799986839294,10.18806663195292,15.189624955654145,Industrials | Trucking | USA,,,,73.3,-254.5,-2.67,2022-08-02,2022-09-08,91.98107822395531,94.36577867254543,2022-08-22,2022-09-05
SEDG,313.0,200.8600006103516,389.7099914550781,296.9497451782226,298.69609619140624,281.80474807739256,287.35356567382814,284.40987449646,Technology | Solar | Israel,122.07,4.28,,-17.8,15.2,9.1,2022-08-08,2022-09-08,102.47052311737892,102.42903567412573,2022-08-15,2022-09-05
ATO,118.08999633789062,85.80000305175781,122.95999908447266,116.31678886413576,114.8286979675293,113.58986846923828,113.06252003987629,109.61167366027831,Utilities | Utilities - Regulated Gas | USA,21.77,2.59,,34.8,4.7,5.95,2022-08-22,2022-09-09,101.55998001845623,101.34118644036045,2022-08-22,2022-09-05
TSLA,299.67999267578125,206.85667419433602,414.4966735839844,290.9815017700195,274.5760678100586,266.1969676208496,280.63317820231117,295.36771659851075,Consumer Cyclical | Auto Manufacturers | USA,107.92,2.06,68.49,41.6,669.2,5.79,2022-08-18,2022-08-15,113.6524086532408,108.08815206069087,2022-08-29,2022-09-05
VRNS,29.82999992370605,24.57999992370605,73.45999908447266,28.600000190734864,28.823600044250487,31.916700038909912,35.69273329416911,38.0161999797821,Technology | Software - Infrastructure | USA,,,,26.0,-11.4,0.37,2022-08-23,2022-09-09,101.30112694746776,96.70896475965756,2022-08-29,2022-09-05
INTU,450.0299987792969,339.3599853515625,716.8599853515625,452.51500091552737,436.6121337890625,417.9171319580078,439.69814615885423,481.37508407592776,Technology | Software - Application | USA,62.11,3.64,54.56,35.0,9.2,15.99,2022-08-19,2022-07-19,110.0311589429637,105.8048095033455,2022-08-29,2022-09-05
VRSN,190.55999755859366,155.25,257.02999877929693,192.37349853515624,187.23639923095703,181.61239974975587,192.58959991455083,203.4329499053955,Technology | Software - Infrastructure | USA,25.97,3.25,26.46,6.8,-1.0,6.99,2022-08-22,2022-06-24,107.21906731135344,104.3320702040807,2022-08-29,2022-09-05
ALLT,4.550000190734863,4.269999980926514,16.829999923706055,4.634500050544738,4.96540002822876,5.221600012779237,6.177533343633017,7.413400013446807,Technology | Communication Equipment | Israel,,,,-7.1,-56.2,-0.55,2022-08-16,2022-07-05,93.85820744951937,92.69725124345064,2022-08-29,2022-09-05
ZUO,8.329999923706055,7.4099998474121085,23.25,8.69449999332428,8.909799985885618,9.693599982261658,11.369066635767616,13.026599962711337,Technology | Software - Infrastructure | USA,,,546.28,14.2,-28.6,-0.01,2022-08-22,2022-08-02,99.15407621689761,94.97970425604248,2022-08-22,2022-09-05
ZS,188.0,125.12000274658205,376.1099853515625,164.30350189208988,161.09420013427734,163.03599975585936,188.11306691487633,213.3602000427246,Technology | Software - Infrastructure | USA,,,132.77,62.6,-117.0,1.04,2022-08-22,2022-09-09,105.895803323575,102.19938147122784,2022-08-29,2022-09-05
ICLR,226.1999969482422,196.33999633789062,313.0,224.23250045776368,223.589599609375,221.35390045166017,227.96180013020836,240.51525009155273,Healthcare | Diagnostics & Research | Ireland,89.9,5.33,21.21,122.1,-63.9,13.19,2022-08-19,2022-07-21,103.17894532564341,100.97498142585285,2022-08-22,2022-09-05
ZBRA,307.8399963378906,283.7200012207031,615.0,317.7099990844726,317.69859924316404,326.50079925537113,358.0409326171875,408.50734909057616,Technology | Communication Equipment | USA,33.48,3.35,26.81,6.6,66.1,20.47,2022-08-19,2022-08-12,102.2145684521238,98.87563898962937,2022-08-29,2022-09-05
YOU,26.10000038146973,18.790000915527344,54.18999862670898,25.83100004196167,24.608599967956547,25.74869997024536,25.707933349609377,26.058150043487547,Technology | Software - Application | USA,,,33.94,86.1,-277.3,0.23,2022-08-22,2022-07-06,116.11420488856928,106.27044937564968,2022-08-22,2022-09-05
YEXT,4.679999828338623,4.0,14.06999969482422,4.55599992275238,4.635999994277954,5.006699995994569,5.659066664377848,6.607199995517732,Technology | Software - Infrastructure | USA,,,,7.4,7.8,-0.0,2022-08-22,2022-09-09,100.13384854175112,95.8400615583303,2022-08-29,2022-09-05
XRAY,33.959999084472656,30.88999938964844,63.099998474121094,34.20149974822998,35.18419990539551,36.90104141235353,41.60628082275391,44.484962368011466,Healthcare | Medical Instruments & Supplies | USA,20.2,3.89,15.41,0.5,604.9,2.65,2022-08-19,2022-07-15,97.55852972755224,95.32514835677046,2022-08-22,2022-09-05
HST,18.239999771118164,15.100000381469727,21.6299991607666,18.38200006484985,17.529400005340573,18.323396940231323,18.35263494491577,17.98310625076294,Real Estate | REIT - Hotel & Motel | USA,22.83,0.8,14.73,112.8,98.4,0.98,2022-08-23,2022-07-07,110.79044389573366,103.86298504022362,2022-08-29,2022-09-05
